82,84,81,79,84,83,82,77
86,83,81,72,79,90,84,86
84,81,85,83,80,89,84,86
87,89,83,84,83,76,81,84
88,87,91,90,86,87,90,84
83,87,86,89,92,90,88,89
89,92,90,88,87,90,94,88
90,82,84,87,89,92,87,86
83,85,87,89,83,82,94,90
82,81,75,73,84,78,80,82
74,86,77,85,70,88,79,76
88,86,85,85,87,79,78,86
86,83,80,78,88,86,84,85
90,93,83,86,83,86,82,84
85,85,84,86,90,76,89,88
74,73,79,82,84,81,81,79
83,85,83,87,80,81,81,85
80,83,82,81,86,75,74,83
80,82,87,84,87,90,78,81
